PROJECT_NAME,RESOURCE_NAME,SERVICE
sb-sandbox-analitica,GEOLOCATION_bq_torredecontrol_ingestado,bigquery.googleapis.com/Table
sb-sandbox-analitica,cm_muestra_vida_banca_diferencia_saldos,bigquery.googleapis.com/Table
sb-sandbox-analitica,NR_modelo_oficinas,bigquery.googleapis.com/Table
sb-sandbox-analitica,tabla_intermedia_resultados_talleres,bigquery.googleapis.com/Table
sb-sandbox-analitica,tabla_intermedia_consulta_talleres,bigquery.googleapis.com/Table
sb-sandbox-analitica,temp_total_campanas_conservacion_cartera,bigquery.googleapis.com/Table
sb-sandbox-analitica,conservacion_envio_correos_cartera,bigquery.googleapis.com/Table
sb-sandbox-analitica,conservacion_temp_envio_correos_cartera,bigquery.googleapis.com/Table
sb-sandbox-analitica,conservacion_temp_gestion_reactiva_correos,bigquery.googleapis.com/Table
sb-sandbox-analitica,conservacion_temp_gestion_proactiva_correos,bigquery.googleapis.com/Table
sb-sandbox-analitica,llamadas_reactivas,bigquery.googleapis.com/Table
sb-sandbox-analitica,llamadas_cartera_robot,bigquery.googleapis.com/Table
sb-sandbox-analitica,llamadas_cartera_conservacion,bigquery.googleapis.com/Table
sb-sandbox-analitica,llamadas_cartera_corredores,bigquery.googleapis.com/Table
sb-sandbox-analitica,llamadas_cartera_AYA,bigquery.googleapis.com/Table
sb-sandbox-analitica,campana_pf,bigquery.googleapis.com/Table
sb-sandbox-analitica,conservacion_asgn_llamadas_cartera,bigquery.googleapis.com/Table
sb-sandbox-analitica,conservacion_temp_forcemanager,bigquery.googleapis.com/Table
sb-sandbox-analitica,conservacion_temp_gestion_reactiva,bigquery.googleapis.com/Table
sb-sandbox-analitica,base_campania_fraude_autos_dia15,bigquery.googleapis.com/Table
sb-sandbox-analitica,base_campania_fraude_autos_llamada_d15,bigquery.googleapis.com/Table
sb-sandbox-analitica,base_campania_fraude_autos_dia30,bigquery.googleapis.com/Table
sb-sandbox-analitica,campania_fraude_autos,bigquery.googleapis.com/Table
sb-sandbox-analitica,conservacion_temp_gestion_proactiva,bigquery.googleapis.com/Table
sb-sandbox-analitica,base_campania_fraude_autos,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_financieras,bigquery.googleapis.com/Table
sb-sandbox-analitica,rev_base_anulaciones,bigquery.googleapis.com/Table
sb-sandbox-analitica,conservacion_paso_1_t_deuda,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_base_aya_diario_final,bigquery.googleapis.com/Table
sb-sandbox-analitica,DARC_BASE_APTOS_BS_20260218,bigquery.googleapis.com/Table
sb-sandbox-analitica,banderas_gestion_outbound,bigquery.googleapis.com/Table
sb-sandbox-analitica,parametros_campanas_purecloud,bigquery.googleapis.com/Table
sb-sandbox-analitica,parametros_agentes_cartera_conservacion,bigquery.googleapis.com/Table
sb-sandbox-analitica,banderas_outbound_purecloud_p,bigquery.googleapis.com/Table
sb-sandbox-analitica,cartera_parametros_editables_reactivo,bigquery.googleapis.com/Table
sb-sandbox-analitica,parametros_colas_purecloud,bigquery.googleapis.com/Table
sb-sandbox-analitica,claves_promotores_25,bigquery.googleapis.com/Table
sb-sandbox-analitica,MODELO_FUGA_VIDA_AFINES_campania_historica_afines_copy,bigquery.googleapis.com/Table
sb-sandbox-analitica,DARC_PARAMETRICA_PRIMA_PROMEDIO_BS,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_base_aya_diario,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_base_corredores_diario,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_base_corredores_final,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_base_corredores_facturacion,bigquery.googleapis.com/Table
sb-sandbox-analitica,base_corredores_detalle_intermediarios,bigquery.googleapis.com/Table
sb-sandbox-analitica,base_detalle_claves,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_base_aya_final,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_base_facturacion_aya,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_facturacion_aya,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_convenios_aya,bigquery.googleapis.com/Table
sb-sandbox-analitica,claves_aya_p,bigquery.googleapis.com/Table
sb-sandbox-analitica,claves_corredores_,bigquery.googleapis.com/Table
sb-sandbox-analitica,excepciones_aya_tomadores,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_base_detalle_intermedarios,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_detalle_facturacion_corredores,bigquery.googleapis.com/Table
sb-sandbox-analitica,base_anulaciones_corredores,bigquery.googleapis.com/Table
sb-sandbox-analitica,base_produccion_anual_intermediarios,bigquery.googleapis.com/Table
sb-sandbox-analitica,detalle_claves,bigquery.googleapis.com/Table
sb-sandbox-analitica,detalle_facturas_mora,bigquery.googleapis.com/Table
sb-sandbox-analitica,cm_muestra_vida_banca_diferencia_saldos_fecha_pago,bigquery.googleapis.com/Table
sb-sandbox-analitica,CATG_metricas_autogestion_voz_intermediarios_semanal,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_polizas_riesgos_endosos_full_polizas_nuevas_dia,bigquery.googleapis.com/Table
sb-sandbox-analitica,JOURNEY_REMARKETING,bigquery.googleapis.com/Table
sb-sandbox-analitica,bs_tablero_seguimiento_comercial_bolivar_indicadores_asesores_dv,bigquery.googleapis.com/Table
sb-sandbox-analitica,afor_bs_comdavidiario_para_pago,bigquery.googleapis.com/Table
sb-sandbox-analitica,temp_santi_campanas,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_tablero,bigquery.googleapis.com/Table
sb-sandbox-analitica,base_facturacion,bigquery.googleapis.com/Table
sb-sandbox-analitica,dgp_vw_items_caja_menor_fac,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_borrar_canales_de_servicio_agrupacion_conversaciones,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_meta,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_tablero_ventas,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_metrica_tablero,bigquery.googleapis.com/Table
sb-sandbox-analitica,spt_prueba_mmesactualcopia,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_daily_interact,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_conteo_campanas,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_bi_medicion_recaudo_cubo_facturacion_recaudo,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_campana_total,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_consolidado_con_sales_wp,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_bi_medicion_recaudo_cubo_emisiones,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_consolidado_con_sales,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_consolidado_con_features,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_campanas_completo,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_con_id_campana_wp_,bigquery.googleapis.com/Table
sb-sandbox-analitica,t_facturacion_recaudo_completa_detalle,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_consolidado_ventas_user,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_venta_user_pymes,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_pymes_polizas,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_vida_user,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_venta_por_user_arl,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_func_user,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_salud_user,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_vida_poliza,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_arl_polizas,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_aya_user,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_venta_protec_user,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_salud_poliza,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_hogar_user,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_fun_poliza,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_hogar,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_autos_user,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_aya_polizas,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_venta_por_user_diam,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_proteccion_pol,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_autos_polizas,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_ventas_diam_poliza,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_con_id_campana_,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_tradicionales,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_autos_final,bigquery.googleapis.com/Table
sb-sandbox-analitica,VENTAS_KPIS_F_autos_con_propension,bigquery.googleapis.com/Table
sb-sandbox-analitica,asistencia_ofertamiento_ian_wp_resultados,bigquery.googleapis.com/Table
